Date,Open,High,Low,Close,Volume,Change
08-09-2018,1213.00,1214.30,1218.20,1212.00,0.51K,-0.10%
08-08-2018,1214.20,1211.50,1216.40,1207.00,0.63K,+0.25%
08-07-2018,1211.20,1209.20,1216.90,1209.00,1.06K,+0.05%
08-06-2018,1210.60,1215.20,1218.70,1207.50,0.70K,-0.44%
08-03-2018,1215.90,1209.30,1221.10,1205.30,1.00K,+0.25%
08-02-2018,1212.90,1218.70,1222.60,1208.40,1.62K,-0.61%
08-01-2018,1220.30,1225.60,1226.50,1217.20,0.89K,-0.50%
07-31-2018,1226.40,1223.50,1230.60,1215.80,1.10K,+0.18%
07-30-2018,1224.20,1225.80,1227.10,1221.70,1.69K,+0.10%
07-27-2018,1223.00,1222.40,1226.90,1216.70,254.43K,-0.22%
07-26-2018,1225.70,1231.70,1235.30,1221.70,285.61K,-0.50%
07-25-2018,1231.80,1224.20,1234.30,1223.20,272.25K,+0.51%
07-24-2018,1225.50,1224.40,1229.70,1218.10,299.06K,-0.01%
07-23-2018,1225.60,1231.70,1235.20,1222.20,333.33K,-0.45%
07-20-2018,1231.10,1222.90,1232.40,1215.30,355.23K,+0.58%
07-19-2018,1224.00,1227.30,1229.60,1210.70,428.88K,-0.32%
07-18-2018,1227.90,1227.00,1229.10,1220.90,283.98K,+0.05%
07-17-2018,1227.30,1240.80,1245.10,1225.90,318.22K,-1.00%
07-16-2018,1239.70,1241.00,1245.80,1238.30,186.30K,-0.12%
07-13-2018,1241.20,1247.70,1248.50,1236.20,257.31K,-0.43%
07-12-2018,1246.60,1242.30,1248.80,1241.40,220.96K,+0.18%
07-11-2018,1244.40,1256.70,1257.30,1241.70,299.64K,-0.88%
07-10-2018,1255.40,1258.50,1261.00,1247.70,272.63K,-0.33%
07-09-2018,1259.60,1255.70,1266.90,1255.70,238.97K,+0.30%
07-06-2018,1255.80,1258.40,1260.20,1253.70,200.19K,-0.24%
07-05-2018,1258.80,1253.50,1262.40,1252.20,392.95K,0.00%
07-04-2018,1258.80,1257.70,1261.00,1252.20,392.95K,+0.42%
07-03-2018,1253.50,1242.90,1258.50,1238.80,297.34K,+0.95%
07-02-2018,1241.70,1253.40,1255.60,1240.60,262.87K,-1.02%
06-29-2018,1254.50,1249.50,1257.10,1246.90,226.20K,+0.28%
06-28-2018,1251.00,1253.60,1255.80,1247.20,241.82K,-0.16%
06-27-2018,1253.00,1258.20,1259.00,1249.50,1.16K,-0.40%
06-26-2018,1258.00,1266.40,1266.50,1255.00,0.50K,-0.73%
06-25-2018,1267.20,1271.00,1272.30,1264.60,0.29K,-0.13%
06-22-2018,1268.90,1267.40,1270.50,1266.60,0.51K,+0.02%
06-21-2018,1268.60,1268.50,1269.90,1261.80,0.75K,-0.30%
06-20-2018,1272.40,1275.20,1276.00,1267.50,0.47K,-0.32%
06-19-2018,1276.50,1278.60,1284.10,1271.10,0.45K,-0.12%
06-18-2018,1278.00,1279.00,1282.60,1277.60,0.42K,+0.13%
06-15-2018,1276.30,1304.20,1304.50,1276.00,1.53K,-2.29%
06-14-2018,1306.20,1300.40,1310.80,1298.90,0.72K,+0.54%
06-13-2018,1299.20,1297.20,1302.70,1292.70,0.63K,+0.15%
06-12-2018,1297.20,1301.50,1301.80,1294.20,0.48K,-0.29%
06-11-2018,1301.00,1300.70,1304.60,1296.00,0.40K,+0.04%
06-08-2018,1300.50,1299.40,1302.20,1295.00,0.45K,-0.02%
06-07-2018,1300.70,1298.60,1305.10,1296.90,0.39K,+0.12%
06-06-2018,1299.20,1298.60,1303.20,1295.90,0.69K,-0.05%
06-05-2018,1299.90,1294.20,1302.50,1291.20,0.77K,+0.37%
06-04-2018,1295.10,1294.90,1299.70,1291.80,0.54K,-0.15%
06-01-2018,1297.10,1301.30,1301.80,1291.10,0.92K,-0.42%
05-31-2018,1302.60,1304.20,1309.20,1298.80,1.08K,-0.15%
05-30-2018,1304.50,1300.70,1306.60,1298.10,1.75K,+0.42%
05-29-2018,1299.00,1299.00,1306.10,1291.40,386.33K,0.00%
05-28-2018,1299.00,1297.20,1306.10,1291.40,386.33K,-0.36%
05-25-2018,1303.70,1304.00,1307.20,1299.40,292.91K,-0.05%
05-24-2018,1304.40,1293.30,1306.40,1292.20,432.42K,+1.15%
05-23-2018,1289.60,1290.60,1298.40,1286.70,402.34K,-0.19%
05-22-2018,1292.00,1292.30,1296.00,1287.20,291.72K,+0.09%
05-21-2018,1290.90,1290.30,1292.70,1281.20,328.02K,-0.03%
05-18-2018,1291.30,1290.00,1293.70,1285.10,264.43K,+0.15%
05-17-2018,1289.40,1290.20,1294.00,1284.00,298.82K,-0.16%
05-16-2018,1291.50,1290.10,1296.40,1285.70,333.61K,+0.09%
05-15-2018,1290.30,1313.20,1314.70,1288.20,485.20K,-2.12%
05-14-2018,1318.20,1318.30,1322.40,1312.80,241.23K,-0.19%
05-11-2018,1320.70,1321.80,1326.30,1317.00,263.47K,-0.12%
05-10-2018,1322.30,1312.80,1323.40,1310.60,373.54K,+0.71%
05-09-2018,1313.00,1315.30,1317.80,1304.20,384.04K,-0.05%
05-08-2018,1313.70,1314.10,1318.50,1306.20,407.41K,-0.03%
05-07-2018,1314.10,1316.30,1320.10,1310.60,235.29K,-0.05%
05-04-2018,1314.70,1312.80,1316.90,1308.50,308.48K,+0.15%
05-03-2018,1312.70,1305.50,1319.00,1305.20,306.72K,+0.54%
05-02-2018,1305.60,1304.40,1314.90,1304.30,370.24K,-0.09%
05-01-2018,1306.80,1316.00,1317.40,1302.30,283.43K,-0.94%
04-30-2018,1319.20,1324.00,1325.90,1310.70,295.96K,-0.32%
04-27-2018,1323.40,1318.00,1326.40,1315.80,241.65K,+0.67%
04-26-2018,1314.60,1320.70,1324.00,1314.60,0.57K,-0.37%
04-25-2018,1319.50,1328.60,1329.90,1317.20,0.62K,-0.77%
04-24-2018,1329.70,1323.20,1330.70,1321.30,0.54K,+0.69%
04-23-2018,1320.60,1331.10,1333.60,1320.70,0.42K,-1.07%
04-20-2018,1334.90,1344.60,1344.70,1333.80,0.31K,-0.78%
04-19-2018,1345.40,1348.80,1354.00,1340.00,0.43K,-0.36%
04-18-2018,1350.20,1345.10,1355.20,1342.20,0.62K,+0.29%
04-17-2018,1346.30,1347.50,1348.00,1337.40,0.40K,-0.09%
04-16-2018,1347.50,1346.50,1350.20,1339.80,0.32K,+0.21%
04-13-2018,1344.70,1335.30,1346.30,1333.20,0.80K,+0.45%
04-12-2018,1338.70,1353.00,1353.30,1333.60,0.90K,-1.34%
04-11-2018,1356.90,1339.60,1365.80,1339.60,1.78K,+1.04%
04-10-2018,1342.90,1336.90,1342.70,1331.30,0.39K,+0.43%
04-09-2018,1337.10,1335.10,1338.30,1327.60,0.55K,+0.30%
04-06-2018,1333.10,1327.90,1335.90,1319.80,0.64K,+0.57%
04-05-2018,1325.50,1333.60,1335.20,1323.00,0.59K,-0.87%
04-04-2018,1337.10,1333.00,1348.70,1332.90,1.23K,+0.22%
04-03-2018,1334.20,1341.50,1343.20,1329.70,0.70K,-0.72%
04-02-2018,1343.90,1326.60,1345.50,1326.40,0.89K,+1.48%
03-29-2018,1324.30,1325.80,1329.20,1322.40,1.30K,-0.20%
03-28-2018,1326.90,1347.30,1348.80,1325.00,2.83K,-1.13%
03-27-2018,1342.00,1353.60,1356.80,1339.60,290.89K,-0.96%
03-26-2018,1355.00,1347.00,1356.00,1343.40,346.05K,+0.38%
03-23-2018,1349.90,1329.00,1350.40,1328.90,454.13K,+1.70%
03-22-2018,1327.40,1332.00,1335.00,1324.60,358.56K,+0.45%
03-21-2018,1321.50,1310.60,1336.90,1309.50,470.29K,+0.73%
03-20-2018,1311.90,1316.50,1318.10,1306.60,292.33K,-0.45%
03-19-2018,1317.80,1312.90,1319.60,1307.40,300.47K,+0.42%
03-16-2018,1312.30,1316.80,1321.80,1309.50,289.60K,-0.42%
03-15-2018,1317.80,1324.70,1328.10,1314.90,257.89K,-0.59%
03-14-2018,1325.60,1326.70,1330.50,1321.70,252.58K,-0.11%
03-13-2018,1327.10,1323.30,1328.80,1313.80,330.26K,+0.48%
03-12-2018,1320.80,1324.10,1325.00,1315.30,220.36K,-0.24%
03-09-2018,1324.00,1322.70,1325.90,1313.20,345.32K,+0.17%
03-08-2018,1321.70,1326.20,1329.80,1319.60,252.83K,-0.44%
03-07-2018,1327.60,1339.50,1342.00,1323.00,305.08K,-0.57%
03-06-2018,1335.20,1321.00,1339.90,1320.80,285.92K,+1.16%
03-05-2018,1319.90,1324.90,1328.90,1318.30,221.22K,-0.26%
03-02-2018,1323.40,1318.00,1326.60,1316.20,264.39K,+1.39%
03-01-2018,1305.20,1319.30,1322.30,1303.60,421.74K,-0.96%
02-28-2018,1317.90,1318.90,1323.70,1316.70,263.80K,-0.05%
02-27-2018,1318.60,1334.70,1338.40,1314.40,334.72K,-0.88%
02-26-2018,1330.30,1327.70,1339.90,1326.70,0.65K,+0.18%
02-23-2018,1327.90,1330.90,1330.90,1325.80,0.40K,-0.19%
02-22-2018,1330.40,1324.40,1331.40,1320.40,0.92K,+0.05%
02-21-2018,1329.80,1329.60,1335.90,1322.20,1.08K,+0.07%
02-20-2018,1328.90,1349.60,1350.80,1328.70,1.09K,-0.17%
02-19-2018,1331.20,1350.20,1354.00,1330.60,374.05K,-1.66%
02-16-2018,1353.70,1353.70,1361.20,1345.40,0.63K,+0.06%
02-15-2018,1352.90,1350.50,1357.00,1348.60,0.76K,-0.20%
02-14-2018,1355.60,1330.10,1356.00,1317.50,1.29K,+2.08%
02-13-2018,1328.00,1323.00,1330.50,1321.60,0.51K,+0.30%
02-12-2018,1324.00,1316.20,1326.10,1316.10,0.75K,+0.81%
02-09-2018,1313.30,1319.60,1321.90,1310.90,0.96K,-0.24%
02-08-2018,1316.50,1318.10,1321.60,1307.10,1.59K,+0.33%
02-07-2018,1312.20,1324.80,1332.20,1311.20,1.57K,-1.11%
02-06-2018,1326.90,1339.20,1346.20,1321.10,1.48K,-0.52%
02-05-2018,1333.80,1332.70,1341.50,1329.20,0.87K,-0.06%
02-02-2018,1334.60,1348.30,1350.10,1327.30,2.12K,-0.77%
02-01-2018,1345.00,1344.70,1351.30,1337.80,1.29K,+0.34%
01-31-2018,1340.40,1337.70,1348.00,1333.00,1.25K,+0.24%
01-30-2018,1337.20,1341.70,1349.50,1334.70,1.88K,-0.23%
01-29-2018,1340.30,1349.00,1351.40,1336.10,280.55K,-0.87%
01-26-2018,1352.10,1346.40,1356.00,1343.70,341.96K,-0.79%
01-25-2018,1362.90,1357.00,1365.40,1341.00,537.66K,+0.49%
01-24-2018,1356.30,1341.40,1361.60,1339.10,505.63K,+1.47%
01-23-2018,1336.70,1333.00,1341.50,1330.70,370.17K,+0.36%
01-22-2018,1331.90,1334.00,1335.80,1328.00,337.48K,-0.09%
01-19-2018,1333.10,1327.00,1338.20,1326.60,275.30K,+0.44%
01-18-2018,1327.20,1327.40,1333.30,1324.30,312.11K,-0.90%
01-17-2018,1339.20,1339.00,1344.50,1326.60,365.87K,+0.16%
01-16-2018,1337.10,1337.30,1345.00,1332.10,499.76K,0.00%
01-15-2018,1337.10,1337.30,1345.00,1332.10,499.76K,+0.16%
01-12-2018,1334.90,1323.60,1340.00,1320.80,365.20K,+0.94%
01-11-2018,1322.50,1317.50,1324.70,1316.10,264.30K,+0.24%
01-10-2018,1319.30,1313.30,1328.60,1308.90,391.66K,+0.43%
01-09-2018,1313.70,1321.20,1321.40,1309.50,333.53K,-0.51%
01-08-2018,1320.40,1321.80,1323.00,1315.70,246.09K,-0.14%
01-05-2018,1322.30,1324.40,1324.70,1314.60,330.23K,+0.05%
01-04-2018,1321.60,1315.50,1327.30,1307.10,369.85K,+0.24%
01-03-2018,1318.50,1319.00,1323.00,1308.90,353.46K,+0.18%
01-02-2018,1316.10,1305.30,1320.40,1304.60,279.73K,+0.52%
12-29-2017,1309.30,1297.50,1309.80,1296.10,241.27K,+0.93%
12-28-2017,1297.20,1292.00,1297.30,1290.50,225.66K,+0.69%
12-27-2017,1288.30,1285.00,1290.00,1283.70,0.46K,+0.22%
12-26-2017,1285.50,1276.20,1286.10,1276.20,0.38K,+0.67%
12-22-2017,1277.00,1268.10,1278.50,1267.30,0.50K,+0.65%
12-21-2017,1268.80,1267.70,1270.50,1265.50,0.39K,+0.08%
12-20-2017,1267.80,1263.10,1269.40,1262.90,0.43K,+0.43%
12-19-2017,1262.40,1262.30,1266.50,1260.80,0.58K,-0.10%
12-18-2017,1263.70,1254.90,1265.20,1254.90,0.28K,+0.63%
12-15-2017,1255.80,1254.40,1262.40,1254.00,0.87K,+0.04%
12-14-2017,1255.30,1255.60,1259.70,1251.10,0.54K,+0.67%
12-13-2017,1246.90,1244.00,1257.50,1240.80,1.00K,+0.57%
12-12-2017,1239.80,1241.90,1245.60,1236.50,0.80K,-0.43%
12-11-2017,1245.10,1248.70,1251.40,1240.70,0.49K,-0.11%
12-08-2017,1246.50,1247.40,1252.00,1243.10,0.63K,-0.39%
12-07-2017,1251.40,1263.90,1263.90,1244.50,1.01K,-1.02%
12-06-2017,1264.30,1266.30,1269.70,1263.50,0.57K,+0.10%
12-05-2017,1263.00,1277.00,1277.70,1261.40,1.39K,-0.98%
12-04-2017,1275.50,1278.90,1278.90,1271.50,1.15K,-0.37%
12-01-2017,1280.20,1276.00,1290.00,1272.70,2.52K,+0.42%
11-30-2017,1274.80,1284.50,1286.00,1271.30,1.61K,-0.69%
11-29-2017,1283.70,1294.40,1297.30,1282.80,1.84K,-0.86%
11-28-2017,1294.90,1293.90,1297.00,1290.10,275.44K,+0.04%
11-27-2017,1294.40,1288.00,1299.00,1286.20,321.35K,+0.55%
11-24-2017,1287.30,1291.90,1293.30,1285.10,347.03K,0.00%
11-23-2017,1287.30,1291.90,1293.30,1285.10,347.03K,-0.38%
11-22-2017,1292.20,1280.60,1294.60,1278.60,390.31K,+0.82%
11-21-2017,1281.70,1276.60,1284.50,1275.80,330.15K,+0.50%
11-20-2017,1275.30,1294.10,1295.10,1274.10,425.16K,-1.64%
11-17-2017,1296.50,1278.80,1297.50,1278.10,387.02K,+1.43%
11-16-2017,1278.20,1278.00,1281.80,1274.90,274.43K,+0.04%
11-15-2017,1277.70,1280.70,1290.00,1276.50,433.65K,-0.41%
11-14-2017,1282.90,1278.90,1283.80,1269.70,355.20K,+0.31%
11-13-2017,1278.90,1275.30,1279.90,1274.40,220.91K,+0.37%
11-10-2017,1274.20,1286.00,1287.70,1273.60,354.58K,-1.03%
11-09-2017,1287.50,1282.10,1289.50,1280.50,394.18K,+0.30%
11-08-2017,1283.70,1276.40,1288.10,1276.10,358.13K,+0.62%
11-07-2017,1275.80,1282.60,1282.80,1272.30,337.27K,-0.45%
11-06-2017,1281.60,1270.70,1283.90,1266.40,354.77K,+0.98%
11-03-2017,1269.20,1277.50,1281.20,1265.90,373.41K,-0.70%
11-02-2017,1278.10,1275.20,1285.10,1274.00,380.14K,+0.06%
11-01-2017,1277.30,1271.80,1281.90,1268.50,384.64K,+0.54%
10-31-2017,1270.50,1277.60,1279.10,1268.30,272.51K,-0.56%
10-30-2017,1277.70,1274.30,1279.90,1269.80,260.08K,+0.75%
10-27-2017,1268.20,1264.40,1270.20,1261.80,0.57K,+0.11%
10-26-2017,1266.80,1276.60,1280.50,1264.20,0.27K,-0.74%
10-25-2017,1276.30,1275.90,1277.90,1269.60,0.57K,+0.04%
10-24-2017,1275.80,1280.70,1282.20,1272.70,0.45K,-0.23%
10-23-2017,1278.80,1277.00,1282.20,1272.30,1.15K,+0.02%
10-20-2017,1278.60,1290.00,1290.60,1278.30,0.56K,-0.74%
10-19-2017,1288.10,1280.40,1289.70,1277.00,0.51K,+0.54%
10-18-2017,1281.20,1285.00,1288.50,1277.50,0.49K,-0.25%
10-17-2017,1284.40,1296.00,1296.00,1282.30,0.78K,-1.29%
10-16-2017,1301.20,1303.90,1306.20,1291.90,0.78K,-0.13%
10-13-2017,1302.90,1294.70,1304.10,1292.10,0.53K,+0.63%
10-12-2017,1294.70,1292.80,1297.90,1290.60,0.52K,+0.57%
10-11-2017,1287.30,1288.50,1294.10,1285.50,0.75K,-0.37%
10-10-2017,1292.10,1284.90,1294.50,1283.20,0.44K,+0.69%
10-09-2017,1283.20,1276.30,1285.70,1276.30,0.21K,+0.79%
10-06-2017,1273.10,1269.30,1276.70,1261.30,0.47K,+0.13%
10-05-2017,1271.40,1274.80,1279.70,1266.80,0.90K,-0.30%
10-04-2017,1275.20,1272.60,1282.80,1271.70,0.82K,+0.16%
10-03-2017,1273.10,1272.60,1275.50,1269.20,0.57K,-0.08%
10-02-2017,1274.10,1278.00,1278.50,1271.90,0.90K,-0.67%
09-29-2017,1282.70,1287.50,1290.50,1279.80,0.91K,-0.30%
09-28-2017,1286.50,1284.00,1288.80,1279.40,0.74K,+0.19%
09-27-2017,1284.10,1293.30,1295.00,1280.90,19.49K,-1.05%
09-26-2017,1297.70,1309.60,1312.50,1291.60,20.05K,-0.72%
09-25-2017,1307.10,1296.80,1311.20,1288.00,12.53K,+0.74%
09-22-2017,1297.50,1294.10,1301.90,1294.10,264.47K,+0.21%
09-21-2017,1294.80,1304.80,1305.00,1291.20,402.21K,-1.64%
09-20-2017,1316.40,1314.70,1319.80,1299.50,351.42K,+0.44%
09-19-2017,1310.60,1310.50,1315.30,1308.70,275.31K,-0.02%
09-18-2017,1310.80,1324.00,1324.00,1308.10,271.33K,-1.09%
09-15-2017,1325.20,1333.70,1338.20,1323.00,320.51K,-0.31%
09-14-2017,1329.30,1327.60,1334.90,1319.50,336.58K,+0.10%
09-13-2017,1328.00,1336.20,1340.50,1324.50,306.37K,-0.35%
09-12-2017,1332.70,1331.70,1336.30,1326.70,287.75K,-0.22%
09-11-2017,1335.70,1341.50,1344.60,1330.60,303.11K,-1.15%
09-08-2017,1351.20,1354.00,1362.40,1347.10,386.65K,+0.07%
09-07-2017,1350.30,1339.00,1355.50,1337.20,363.78K,+0.84%
09-06-2017,1339.00,1345.00,1347.70,1336.40,309.35K,-0.41%
09-05-2017,1344.50,1339.70,1349.70,1331.10,557.99K,0.00%
09-04-2017,1344.50,1339.70,1349.70,1331.10,368.17K,+1.06%
09-01-2017,1330.40,1326.90,1334.50,1321.40,368.17K,+0.62%
08-31-2017,1322.20,1314.10,1329.00,1302.30,376.31K,+0.62%
08-30-2017,1314.10,1314.80,1319.30,1310.10,312.01K,-0.36%
08-29-2017,1318.90,1320.50,1331.90,1310.60,460.45K,+0.27%
08-28-2017,1315.30,1297.60,1317.80,1297.00,321.81K,+1.34%
08-25-2017,1297.90,1291.30,1301.40,1281.30,358.61K,+0.46%
08-24-2017,1292.00,1296.00,1296.80,1289.30,246.72K,-0.21%
08-23-2017,1294.70,1290.40,1297.00,1287.90,235.69K,+0.29%
08-22-2017,1291.00,1297.10,1298.10,1287.00,268.99K,-0.44%
08-21-2017,1296.70,1289.10,1299.70,1286.20,261.48K,+0.39%
08-18-2017,1291.60,1293.80,1306.90,1289.10,396.54K,-0.06%
08-17-2017,1292.40,1290.00,1296.00,1286.40,329.84K,+0.74%
08-16-2017,1282.90,1276.90,1289.50,1273.20,273.20K,+0.25%
08-15-2017,1279.70,1287.00,1287.70,1272.70,287.56K,-0.83%
08-14-2017,1290.40,1296.40,1296.40,1284.20,238.07K,-0.28%
08-11-2017,1294.00,1292.50,1298.10,1286.70,265.33K,+0.30%
08-10-2017,1290.10,1283.20,1293.80,1280.30,269.83K,+0.84%
08-09-2017,1279.30,1266.10,1284.70,1265.90,290.97K,+1.32%
08-08-2017,1262.60,1262.90,1271.00,1257.10,247.54K,+0.10%
08-07-2017,1261.40,1261.40,1262.40,1258.10,1.43K,+0.01%
08-04-2017,1261.30,1272.00,1273.00,1256.90,9.06K,-0.77%
08-03-2017,1271.10,1269.00,1273.70,1259.70,6.86K,-0.31%
08-02-2017,1275.10,1271.70,1275.60,1265.80,4.28K,-0.08%
08-01-2017,1276.10,1272.40,1276.90,1265.20,14.03K,+0.47%
07-31-2017,1270.10,1273.00,1273.90,1268.40,5.01K,-0.14%
07-28-2017,1271.90,1261.90,1273.70,1260.30,20.06K,+0.82%
07-27-2017,1261.50,1261.30,1266.20,1255.50,2.51K,+0.86%
07-26-2017,1250.80,1250.70,1264.70,1244.80,1.51K,-0.22%
07-25-2017,1253.50,1256.10,1259.00,1250.40,1.23K,-0.17%
07-24-2017,1255.60,1256.00,1259.60,1253.10,1.20K,-0.03%
07-21-2017,1256.00,1245.00,1256.30,1244.40,0.33K,+0.74%
07-20-2017,1246.80,1242.10,1248.20,1236.00,0.46K,+0.27%
07-19-2017,1243.40,1243.40,1244.40,1237.50,0.35K,0.00%
07-18-2017,1243.40,1235.50,1245.10,1234.80,0.87K,+0.66%
07-17-2017,1235.30,1230.60,1236.80,1230.60,0.61K,+0.50%
07-14-2017,1229.10,1218.40,1234.00,1216.80,0.34K,+0.84%
07-13-2017,1218.90,1219.80,1224.60,1217.40,0.32K,-0.16%
07-12-2017,1220.80,1218.70,1226.00,1215.80,0.28K,+0.36%
07-11-2017,1216.40,1214.30,1218.20,1209.60,0.28K,+0.12%
07-10-2017,1214.90,1212.60,1216.00,1205.90,0.39K,+0.29%
07-07-2017,1211.40,1221.70,1228.90,1209.80,0.51K,-1.11%
07-06-2017,1225.00,1228.00,1229.00,1224.20,0.14K,+0.13%
07-05-2017,1223.40,1223.00,1230.00,1218.30,0.37K,+0.14%
07-04-2017,1221.70,1220.10,1228.40,1216.50,366.77K,+0.06%
07-03-2017,1221.00,1244.40,1244.40,1220.20,0.24K,-1.86%
06-30-2017,1244.10,1245.00,1245.00,1242.70,0.45K,-0.28%
06-29-2017,1247.60,1253.90,1256.50,1243.50,1.21K,-0.12%
06-28-2017,1249.10,1247.30,1255.70,1246.70,195.07K,+0.18%
06-27-2017,1246.90,1245.20,1253.80,1241.80,213.42K,+0.04%
06-26-2017,1246.40,1258.10,1259.00,1236.50,227.47K,-0.80%
06-23-2017,1256.40,1250.90,1260.00,1250.60,162.67K,+0.56%
06-22-2017,1249.40,1246.40,1256.00,1246.40,187.39K,+0.29%
06-21-2017,1245.80,1243.90,1248.80,1241.70,170.46K,+0.18%
06-20-2017,1243.50,1245.40,1249.40,1242.40,185.39K,-0.26%
06-19-2017,1246.70,1255.80,1257.30,1244.30,179.65K,-0.78%
06-16-2017,1256.50,1255.60,1258.60,1253.20,149.11K,+0.15%
06-15-2017,1254.60,1262.70,1268.50,1252.70,255.15K,-1.67%
06-14-2017,1275.90,1268.40,1284.20,1259.00,348.34K,+0.58%
06-13-2017,1268.60,1267.70,1271.00,1260.50,175.60K,-0.02%
06-12-2017,1268.90,1269.70,1272.40,1265.60,173.01K,-0.20%
06-09-2017,1271.40,1283.50,1284.60,1266.70,219.21K,-0.63%
06-08-2017,1279.50,1289.50,1291.50,1273.50,257.44K,-1.06%
06-07-2017,1293.20,1297.00,1297.60,1285.00,218.85K,-0.61%
06-06-2017,1301.10,1286.40,1302.10,1286.30,2.62K,+1.15%
06-05-2017,1286.30,1286.00,1289.30,1284.00,0.52K,+0.19%
06-02-2017,1283.80,1272.20,1285.30,1265.30,2.53K,+0.80%
06-01-2017,1273.60,1274.80,1275.20,1267.50,0.75K,-0.42%
05-31-2017,1279.00,1268.50,1280.00,1266.00,1.32K,+0.76%
05-30-2017,1269.30,1273.70,1276.80,1265.50,5.46K,+0.28%
05-29-2017,1265.70,1271.20,1273.40,1261.80,286.21K,-0.45%
05-26-2017,1271.40,1258.60,1272.70,1256.20,159.00K,+0.92%
05-25-2017,1259.80,1261.60,1262.80,1256.90,63.17K,+0.26%
